what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293044382585
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293044383500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293044385682
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1293044386691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044389851
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044395624
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1293044423907
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293044428940
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044429697
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044469366
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044471727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044471941
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044472142
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044472356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044472552
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044472748
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044472948
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044473133
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044473337
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044474666
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1293044475566
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293044476727
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044479005
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044491218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044495751
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044520239
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293044534158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293044535407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044536866
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044546211
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293044563122
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293044564670
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044570904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044581476
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044591000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044623494
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044636749
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044638252
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044641029
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044643708
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044645331
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044646472
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1293044652452
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293044654153
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293044654871
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044659489
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044676470
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044686971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044698872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293044991610
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045114218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045118599
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045130677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045131672
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045132554
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045133238
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045133707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045135114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045137641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045148859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045157963
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045196028
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1293045201124
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045201496
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045202094
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045202738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045204032
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045213236
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045219598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045229182
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045231958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045232940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045256480
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1293045264794
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045268687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045270401
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045278977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045281262
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045282393
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045310027
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045314588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045335317
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045343136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045358107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045367466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045374076
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045378619
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045381221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045384811
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045386158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045387274
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045388331
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045398576
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045400456
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045422434
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045424574
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045426033
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045427001
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045427655
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045428922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045429976
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045430678
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045431759
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045434373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045469598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045472989
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045474862
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045476123
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1293045481084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045483378
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045488987
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045490913
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045493804
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045495787
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045497607
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045500506
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045503780
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045504522
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045506191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045520259
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045525644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045530333
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045533370
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045534457
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045539475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045541651
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045542882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045545500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045563985
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045569285
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045569502
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045569794
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045570240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045571424
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045584123
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045588055
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045589464
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045599694
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1293045602374
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045615707
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045618168
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045645490
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1293045652541
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1293045655219
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1293045655847
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045656312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1293045667740
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045684570
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045686063
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045691463
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045692631
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1293045701339
